1524892783.79172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,1
1524892783.821518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,1
1524892783.851513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,1
1524892783.881573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,1
1524892783.911614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,1
1524892783.970651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,-0.087890625,0.0810546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,-1.5458984375,-1.277587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,-0.932373046875,-0.961669921875,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,-2.0763358778625953,-3.816793893129771,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,2.381679389312977,5.656488549618321,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,11.946564885496183,22.748091603053435,1
1524892784.001028,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,-0.087890625,0.0810546875,0.303955078125,0,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,-1.5458984375,-1.277587890625,-0.892822265625,0,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,-0.932373046875,-0.961669921875,-0.969970703125,0,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,-2.0763358778625953,-3.816793893129771,-4.320610687022901,0,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,2.381679389312977,5.656488549618321,6.9465648854961835,0,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,11.946564885496183,22.748091603053435,29.83206106870229,1
1524892784.031782,0,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,-0.087890625,0.0810546875,0.303955078125,0.513916015625,0,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,-1.5458984375,-1.277587890625,-0.892822265625,-0.6015625,0,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,-0.932373046875,-0.961669921875,-0.969970703125,-1.04052734375,0,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,-2.0763358778625953,-3.816793893129771,-4.320610687022901,-0.5954198473282443,0,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,2.381679389312977,5.656488549618321,6.9465648854961835,5.763358778625954,0,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,11.946564885496183,22.748091603053435,29.83206106870229,34.969465648854964,1
1524892784.062385,0,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,-0.087890625,0.0810546875,0.303955078125,0.513916015625,0.714599609375,0,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,-1.5458984375,-1.277587890625,-0.892822265625,-0.6015625,-0.320556640625,0,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,-0.932373046875,-0.961669921875,-0.969970703125,-1.04052734375,-1.132568359375,0,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,-2.0763358778625953,-3.816793893129771,-4.320610687022901,-0.5954198473282443,-2.66412213740458,0,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,2.381679389312977,5.656488549618321,6.9465648854961835,5.763358778625954,7.320610687022901,0,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,11.946564885496183,22.748091603053435,29.83206106870229,34.969465648854964,39.05343511450382,1
1524892784.093018,0,0,0,0,0,0,0,0,0,0.0,0.342041015625,0.15234375,0.035400390625,-0.09130859375,-0.087890625,0.0810546875,0.303955078125,0.513916015625,0.714599609375,0.921142578125,0,0,0,0,0,0,0,0,0,0.000732421875,-0.614013671875,-0.857421875,-1.224609375,-1.52392578125,-1.5458984375,-1.277587890625,-0.892822265625,-0.6015625,-0.320556640625,-0.094482421875,0,0,0,0,0,0,0,0,0,-1.029541015625,-0.96826171875,-1.011474609375,-0.944091796875,-0.904541015625,-0.932373046875,-0.961669921875,-0.969970703125,-1.04052734375,-1.132568359375,-1.0869140625,0,0,0,0,0,0,0,0,0,4.351145038167939,0.8931297709923665,0.3511450381679389,0.9236641221374046,-1.3358778625954197,-2.0763358778625953,-3.816793893129771,-4.320610687022901,-0.5954198473282443,-2.66412213740458,-8.526717557251908,0,0,0,0,0,0,0,0,0,-4.297709923664122,-3.2900763358778624,-1.984732824427481,-0.5343511450381679,0.7557251908396947,2.381679389312977,5.656488549618321,6.9465648854961835,5.763358778625954,7.320610687022901,7.259541984732825,0,0,0,0,0,0,0,0,0,-22.458015267175572,-29.38167938931298,-24.106870229007633,-14.061068702290076,-1.4580152671755726,11.946564885496183,22.748091603053435,29.83206106870229,34.969465648854964,39.05343511450382,36.98473282442748,1
